1981012 Q0 1981012 1 11.57463351 galago
1981012 Q0 663314 2 10.02722999 galago
1981012 Q0 685197 3 9.59451968 galago
1981012 Q0 836712 4 9.48971662 galago
1981012 Q0 424198 5 8.17685387 galago
1981012 Q0 507543 6 7.41619206 galago
1981012 Q0 406264 7 7.34481321 galago
1981012 Q0 1083246 8 7.34481321 galago
1981012 Q0 1445887 9 7.34481321 galago
1981012 Q0 1208916 10 6.56101851 galago
1164242 Q0 664973 1 10.20907714 galago
1164242 Q0 1805772 2 8.61290744 galago
1164242 Q0 1281963 3 8.34490343 galago
1164242 Q0 1144922 4 8.23130774 galago
1164242 Q0 2139043 5 8.23130774 galago
1164242 Q0 1001722 6 7.94697140 galago
1164242 Q0 877243 7 7.76533407 galago
1164242 Q0 850799 8 7.34907047 galago
1164242 Q0 1930597 9 7.34907047 galago
1164242 Q0 26114 10 7.21459446 galago
851225 Q0 2345796 1 8.69707828 galago
851225 Q0 851225 2 7.79229858 galago
851225 Q0 59415 3 7.19616095 galago
851225 Q0 1234033 4 5.70775554 galago
851225 Q0 354631 5 4.91639302 galago
851225 Q0 636141 6 4.91639302 galago
851225 Q0 893791 7 4.91639302 galago
851225 Q0 997845 8 4.91639302 galago
851225 Q0 2210747 9 4.91639302 galago
851225 Q0 2213240 10 4.91639302 galago
229027 Q0 229027 1 18.89167447 galago
229027 Q0 312381 2 9.05673303 galago
229027 Q0 479664 3 8.81799333 galago
229027 Q0 1669134 4 8.81799333 galago
229027 Q0 1384411 5 7.30980226 galago
229027 Q0 2005991 6 4.91747072 galago
229027 Q0 2203281 7 4.91747072 galago
229027 Q0 430667 8 4.57129868 galago
229027 Q0 1835371 9 4.39680880 galago
229027 Q0 2157074 10 4.05301624 galago
171884 Q0 171884 1 30.60381751 galago
171884 Q0 1561774 2 28.96328856 galago
171884 Q0 1670211 3 19.30885904 galago
171884 Q0 1168633 4 15.30190875 galago
171884 Q0 1499084 5 15.30190875 galago
171884 Q0 1663096 6 9.65442952 galago
844031 Q0 844031 1 14.19901937 galago
844031 Q0 827297 2 13.31406369 galago
844031 Q0 1784500 3 13.06849405 galago
844031 Q0 1110678 4 10.60518176 galago
844031 Q0 158295 5 10.53007154 galago
844031 Q0 2265629 6 10.53007154 galago
844031 Q0 654494 7 9.76506282 galago
844031 Q0 1296506 8 8.77141301 galago
844031 Q0 313499 9 7.55528393 galago
844031 Q0 1771625 10 7.55528393 galago
25170 Q0 25170 1 12.58205954 galago
25170 Q0 1249694 2 9.62005579 galago
25170 Q0 1488332 3 9.42665135 galago
25170 Q0 176152 4 9.01285317 galago
25170 Q0 178322 5 8.57090068 galago
25170 Q0 1913610 6 8.50640512 galago
25170 Q0 1202452 7 8.27571833 galago
25170 Q0 2238110 8 8.26969721 galago
25170 Q0 498967 9 7.76324916 galago
25170 Q0 240514 10 7.72540073 galago
76925 Q0 76925 1 25.99409141 galago
76925 Q0 878304 2 10.05588723 galago
76925 Q0 947960 3 10.05588723 galago
76925 Q0 1924307 4 10.05588723 galago
30595 Q0 30595 1 12.94855234 galago
30595 Q0 153404 2 12.62305389 galago
30595 Q0 2301405 3 12.27305528 galago
30595 Q0 293235 4 10.60482250 galago
30595 Q0 576661 5 10.60482250 galago
30595 Q0 1226650 6 10.08211982 galago
30595 Q0 619634 7 10.00691436 galago
30595 Q0 997226 8 10.00691436 galago
30595 Q0 1890608 9 9.53216701 galago
30595 Q0 1024165 10 9.50560627 galago
271014 Q0 271014 1 10.95716827 galago
271014 Q0 1474604 2 10.77467170 galago
271014 Q0 438635 3 9.77511654 galago
271014 Q0 1232629 4 8.38400955 galago
271014 Q0 302478 5 8.21639442 galago
271014 Q0 1343216 6 7.22159275 galago
271014 Q0 255221 7 6.14620828 galago
271014 Q0 1762466 8 6.14620828 galago
271014 Q0 1442471 9 5.98962161 galago
271014 Q0 556117 10 5.82142568 galago
376370 Q0 593835 1 9.30849532 galago
376370 Q0 1300685 2 8.44525899 galago
376370 Q0 85254 3 7.62682884 galago
376370 Q0 766710 4 7.13707182 galago
376370 Q0 1833924 5 7.13707182 galago
376370 Q0 211511 6 6.78441370 galago
376370 Q0 1221253 7 6.78441370 galago
376370 Q0 899805 8 6.72362874 galago
376370 Q0 491881 9 6.57168885 galago
376370 Q0 522627 10 6.57168885 galago
78795 Q0 1930424 1 27.95503361 galago
78795 Q0 1019619 2 24.39084704 galago
78795 Q0 78795 3 23.27478309 galago
78795 Q0 2057798 4 22.02712974 galago
78795 Q0 1982430 5 21.93301496 galago
78795 Q0 104972 6 20.61265703 galago
78795 Q0 927191 7 20.61265703 galago
78795 Q0 1091324 8 20.61265703 galago
78795 Q0 1698847 9 20.61265703 galago
78795 Q0 1979191 10 20.61265703 galago
1386604 Q0 75385 1 19.37711247 galago
1386604 Q0 1095638 2 18.44107107 galago
1386604 Q0 4538 3 17.95538288 galago
1386604 Q0 578829 4 17.13378962 galago
1386604 Q0 1285332 5 17.13378962 galago
1386604 Q0 21700 6 16.21532649 galago
1386604 Q0 467198 7 16.21532649 galago
1386604 Q0 2213259 8 16.21532649 galago
1386604 Q0 2443723 9 16.21532649 galago
1386604 Q0 1747165 10 15.74974299 galago
495038 Q0 694223 1 10.91712559 galago
495038 Q0 1814572 2 9.07243269 galago
495038 Q0 512266 3 8.98190814 galago
495038 Q0 1450513 4 8.48984619 galago
495038 Q0 495038 5 7.72759026 galago
495038 Q0 840434 6 7.72759026 galago
495038 Q0 788486 7 7.02184545 galago
495038 Q0 1048433 8 7.02184545 galago
495038 Q0 982395 9 6.88793936 galago
495038 Q0 1207087 10 6.88793936 galago
16723 Q0 175718 1 16.35655134 galago
16723 Q0 468880 2 14.66870540 galago
16723 Q0 746853 3 14.11284889 galago
16723 Q0 450750 4 13.47115965 galago
16723 Q0 454814 5 13.04030504 galago
16723 Q0 254082 6 12.71220236 galago
16723 Q0 468860 7 12.63754105 galago
16723 Q0 718390 8 10.98571028 galago
16723 Q0 16723 9 10.94969511 galago
16723 Q0 211934 10 10.94969511 galago
121820 Q0 121820 1 23.02955569 galago
121820 Q0 1576046 2 23.02955569 galago
121820 Q0 1824649 3 23.02955569 galago
121820 Q0 2045109 4 21.87709371 galago
121820 Q0 2129544 5 18.77979379 galago
121820 Q0 455247 6 17.73636847 galago
121820 Q0 179245 7 16.86884464 galago
121820 Q0 455990 8 16.86884464 galago
121820 Q0 1320220 9 16.86884464 galago
121820 Q0 1576052 10 16.86884464 galago
152707 Q0 1267736 1 6.97364848 galago
152707 Q0 152707 2 6.50781681 galago
152707 Q0 2344186 3 6.19712789 galago
152707 Q0 318047 4 5.88873792 galago
152707 Q0 832620 5 5.19601874 galago
152707 Q0 1136720 6 5.05631427 galago
152707 Q0 1963892 7 4.35906481 galago
152707 Q0 126833 8 4.35420359 galago
152707 Q0 2238151 9 4.35420359 galago
152707 Q0 126071 10 3.82307737 galago
811409 Q0 2439962 1 16.44446779 galago
811409 Q0 2562 2 15.36352986 galago
811409 Q0 552200 3 15.36352986 galago
811409 Q0 671031 4 15.36352986 galago
811409 Q0 811409 5 15.36352986 galago
811409 Q0 1814492 6 15.36352986 galago
811409 Q0 2336570 7 15.36352986 galago
811409 Q0 887087 8 12.17530936 galago
811409 Q0 1014445 9 12.17530936 galago
811409 Q0 1239309 10 12.17530936 galago
21972 Q0 30830 1 27.19508171 galago
21972 Q0 319113 2 23.89972939 galago
21972 Q0 21972 3 20.59330142 galago
21972 Q0 1622111 4 20.59330142 galago
21972 Q0 252990 5 18.49781771 galago
21972 Q0 518019 6 18.49781771 galago
21972 Q0 1184649 7 18.49781771 galago
21972 Q0 1430314 8 18.49781771 galago
21972 Q0 2383640 9 18.49781771 galago
21972 Q0 2338868 10 15.93315293 galago
466861 Q0 466861 1 15.28412022 galago
466861 Q0 1999771 2 13.13823333 galago
466861 Q0 1203187 3 8.75602135 galago
466861 Q0 1361844 4 7.24199559 galago
466861 Q0 1423192 5 5.17034458 galago
466861 Q0 80912 6 4.94343105 galago
466861 Q0 665606 7 4.94343105 galago
466861 Q0 731995 8 4.94343105 galago
466861 Q0 770509 9 4.94343105 galago
466861 Q0 939358 10 4.94343105 galago
336822 Q0 1448602 1 6.22383845 galago
336822 Q0 336822 2 6.22174296 galago
336822 Q0 867231 3 5.94191577 galago
336822 Q0 224718 4 5.77306478 galago
336822 Q0 1130523 5 5.39851314 galago
336822 Q0 351746 6 5.38845540 galago
336822 Q0 2326688 7 5.29871530 galago
336822 Q0 1114524 8 5.24193856 galago
336822 Q0 1508916 9 5.24193856 galago
336822 Q0 892496 10 5.16619621 galago
159857 Q0 7029 1 10.99260389 galago
159857 Q0 159857 2 10.34625791 galago
159857 Q0 100629 3 10.32316219 galago
159857 Q0 121409 4 10.08663295 galago
159857 Q0 429510 5 9.08556087 galago
159857 Q0 556208 6 8.85234635 galago
159857 Q0 1488735 7 8.81065638 galago
159857 Q0 1329897 8 8.59495836 galago
159857 Q0 9193 9 8.33242347 galago
159857 Q0 1202379 10 8.33096532 galago
258529 Q0 258529 1 15.27586776 galago
258529 Q0 986686 2 14.64241633 galago
258529 Q0 2326169 3 14.22255805 galago
258529 Q0 1714670 4 11.97162645 galago
258529 Q0 137211 5 11.43111144 galago
258529 Q0 1493363 6 7.25014357 galago
258529 Q0 745762 7 6.45524426 galago
258529 Q0 1369428 8 6.45524426 galago
258529 Q0 256839 9 6.22920773 galago
258529 Q0 1094331 10 6.22920773 galago
243772 Q0 612257 1 8.63990976 galago
243772 Q0 169617 2 6.80838651 galago
243772 Q0 1191232 3 6.71337480 galago
243772 Q0 1549685 4 6.65447606 galago
243772 Q0 243772 5 6.05400690 galago
243772 Q0 319843 6 5.69758118 galago
243772 Q0 1629006 7 5.48854081 galago
243772 Q0 1984968 8 5.33098242 galago
243772 Q0 930121 9 5.32499200 galago
243772 Q0 2017758 10 5.00760860 galago
560901 Q0 560901 1 29.02998462 galago
560901 Q0 2252430 2 20.68137833 galago
560901 Q0 1209068 3 10.34068916 galago
2137675 Q0 1886031 1 13.65088843 galago
2137675 Q0 2231050 2 12.84831219 galago
2137675 Q0 2257596 3 10.87778962 galago
2137675 Q0 2137675 4 8.51289672 galago
2137675 Q0 1822264 5 5.37103983 galago
2137675 Q0 1839784 6 5.37103983 galago
2137675 Q0 2203071 7 5.37103983 galago
2137675 Q0 2089825 8 4.68480899 galago
2137675 Q0 777768 9 2.80494305 galago
2137675 Q0 1608093 10 2.80494305 galago
1498701 Q0 1498701 1 15.35948088 galago
1498701 Q0 1973272 2 13.95289515 galago
1498701 Q0 120145 3 13.47213923 galago
1498701 Q0 11752 4 13.33341758 galago
1498701 Q0 1259661 5 12.22048137 galago
1498701 Q0 2223119 6 12.22048137 galago
1498701 Q0 953639 7 11.66401327 galago
1498701 Q0 1157496 8 10.91500835 galago
1498701 Q0 15669 9 10.60681374 galago
1498701 Q0 1431224 10 10.05034563 galago
136836 Q0 136836 1 23.18245729 galago
136836 Q0 1619871 2 23.18245729 galago
136836 Q0 581538 3 20.82351248 galago
136836 Q0 1480458 4 20.82351248 galago
136836 Q0 1118460 5 17.93639736 galago
136836 Q0 2136199 6 9.39225596 galago
136836 Q0 133541 7 8.96819868 galago
136836 Q0 313393 8 8.96819868 galago
136836 Q0 317940 9 8.96819868 galago
136836 Q0 317942 10 8.96819868 galago
1305091 Q0 1305091 1 23.91868442 galago
1305091 Q0 1886503 2 23.91868442 galago
1305091 Q0 710157 3 18.50602042 galago
1305091 Q0 794902 4 9.25301021 galago
1305091 Q0 811030 5 9.25301021 galago
