1981012 Q0 1981012 1 1.82142857 galago
1981012 Q0 685197 2 1.66666667 galago
1981012 Q0 507543 3 1.25000000 galago
1981012 Q0 1208916 4 1.25000000 galago
1981012 Q0 663314 5 1.20000000 galago
1981012 Q0 461168 6 1.16666667 galago
1981012 Q0 865867 7 1.16666667 galago
1981012 Q0 1957761 8 1.16666667 galago
1981012 Q0 836712 9 1.16666667 galago
1981012 Q0 9116 10 1.12500000 galago
1164242 Q0 664973 1 1.62500000 galago
1164242 Q0 1144922 2 1.40000000 galago
1164242 Q0 2139043 3 1.40000000 galago
1164242 Q0 26114 4 1.25000000 galago
1164242 Q0 312141 5 1.25000000 galago
1164242 Q0 362521 6 1.25000000 galago
1164242 Q0 988709 7 1.25000000 galago
1164242 Q0 1265567 8 1.25000000 galago
1164242 Q0 1281963 9 1.25000000 galago
1164242 Q0 1437659 10 1.25000000 galago
851225 Q0 59437 1 2.00000000 galago
851225 Q0 2345796 2 1.92929293 galago
851225 Q0 59415 3 1.92857143 galago
851225 Q0 329420 4 1.86580087 galago
851225 Q0 1010561 5 1.79761905 galago
851225 Q0 2340035 6 1.77124183 galago
851225 Q0 2387770 7 1.77124183 galago
851225 Q0 155779 8 1.76623377 galago
851225 Q0 1171875 9 1.75091575 galago
851225 Q0 645046 10 1.72850679 galago
229027 Q0 229027 1 1.90000000 galago
229027 Q0 312381 2 1.00000000 galago
229027 Q0 479664 3 1.00000000 galago
229027 Q0 1669134 4 1.00000000 galago
229027 Q0 1384411 5 0.75000000 galago
229027 Q0 5051 6 0.50000000 galago
229027 Q0 99622 7 0.50000000 galago
229027 Q0 210906 8 0.50000000 galago
229027 Q0 313981 9 0.50000000 galago
229027 Q0 351689 10 0.50000000 galago
171884 Q0 171884 1 2.40000000 galago
171884 Q0 1561774 2 2.33333333 galago
171884 Q0 1670211 3 1.80000000 galago
171884 Q0 1168633 4 1.50000000 galago
171884 Q0 1499084 5 1.50000000 galago
171884 Q0 1663096 6 1 galago
844031 Q0 827297 1 1.75000000 galago
844031 Q0 844031 2 1.66666667 galago
844031 Q0 158295 3 1.50000000 galago
844031 Q0 2265629 4 1.50000000 galago
844031 Q0 1784500 5 1.25000000 galago
844031 Q0 1110678 6 1.12500000 galago
844031 Q0 1052587 7 1.07142857 galago
844031 Q0 654494 8 1.07142857 galago
844031 Q0 641083 9 1.00000000 galago
844031 Q0 855588 10 1.00000000 galago
25170 Q0 25170 1 2.23333333 galago
25170 Q0 1249694 2 2.07142857 galago
25170 Q0 1488332 3 2.07142857 galago
25170 Q0 176152 4 2 galago
25170 Q0 178322 5 1.90000000 galago
25170 Q0 1913610 6 1.90000000 galago
25170 Q0 2238110 7 1.90000000 galago
25170 Q0 240514 8 1.82142857 galago
25170 Q0 2006146 9 1.82142857 galago
25170 Q0 498967 10 1.80000000 galago
76925 Q0 76925 1 2.14285714 galago
76925 Q0 878304 2 1 galago
76925 Q0 947960 3 1 galago
76925 Q0 1924307 4 1 galago
30595 Q0 30595 1 2.45238095 galago
30595 Q0 153404 2 2.41071429 galago
30595 Q0 293235 3 2.20000000 galago
30595 Q0 576661 4 2.20000000 galago
30595 Q0 2301405 5 2.15000000 galago
30595 Q0 619634 6 2.14285714 galago
30595 Q0 997226 7 2.14285714 galago
30595 Q0 1024165 8 2.07142857 galago
30595 Q0 1500286 9 2.07142857 galago
30595 Q0 1890608 10 2.02500000 galago
271014 Q0 271014 1 1.95000000 galago
271014 Q0 1474604 2 1.65000000 galago
271014 Q0 302478 3 1.50000000 galago
271014 Q0 255221 4 1.31250000 galago
271014 Q0 1762466 5 1.31250000 galago
271014 Q0 1442471 6 1.30000000 galago
271014 Q0 556117 7 1.28571429 galago
271014 Q0 596521 8 1.28571429 galago
271014 Q0 552383 9 1.26923077 galago
271014 Q0 556664 10 1.26923077 galago
376370 Q0 899805 1 1.50000000 galago
376370 Q0 211511 2 1.40000000 galago
376370 Q0 1221253 3 1.40000000 galago
376370 Q0 202780 4 1.25000000 galago
376370 Q0 235165 5 1.25000000 galago
376370 Q0 331954 6 1.25000000 galago
376370 Q0 730426 7 1.25000000 galago
376370 Q0 849898 8 1.25000000 galago
376370 Q0 991979 9 1.25000000 galago
376370 Q0 1638651 10 1.25000000 galago
78795 Q0 1930424 1 2.60000000 galago
78795 Q0 1019619 2 2.45454545 galago
78795 Q0 78795 3 2.40000000 galago
78795 Q0 2057798 4 2.33333333 galago
78795 Q0 104972 5 2.25000000 galago
78795 Q0 927191 6 2.25000000 galago
78795 Q0 1091324 7 2.25000000 galago
78795 Q0 1698847 8 2.25000000 galago
78795 Q0 1979191 9 2.25000000 galago
