1981012 Q0 2770 1 5.36021891 galago
1981012 Q0 5299 2 5.36021891 galago
1981012 Q0 6566 3 5.36021891 galago
1981012 Q0 7607 4 5.36021891 galago
1981012 Q0 7964 5 5.36021891 galago
1981012 Q0 8978 6 5.36021891 galago
1981012 Q0 9116 7 5.36021891 galago
1981012 Q0 9273 8 5.36021891 galago
1981012 Q0 10195 9 5.36021891 galago
1981012 Q0 11407 10 5.36021891 galago
1164242 Q0 788 1 5.83923200 galago
1164242 Q0 1192 2 5.83923200 galago
1164242 Q0 3283 3 5.83923200 galago
1164242 Q0 5787 4 5.83923200 galago
1164242 Q0 8894 5 5.83923200 galago
1164242 Q0 26114 6 5.83923200 galago
1164242 Q0 32716 7 5.83923200 galago
1164242 Q0 40084 8 5.83923200 galago
1164242 Q0 42102 9 5.83923200 galago
1164242 Q0 42109 10 5.83923200 galago
851225 Q0 27 1 3.02104213 galago
851225 Q0 41 2 3.02104213 galago
851225 Q0 65 3 3.02104213 galago
851225 Q0 83 4 3.02104213 galago
851225 Q0 128 5 3.02104213 galago
851225 Q0 234 6 3.02104213 galago
851225 Q0 349 7 3.02104213 galago
851225 Q0 367 8 3.02104213 galago
851225 Q0 404 9 3.02104213 galago
851225 Q0 515 10 3.02104213 galago
229027 Q0 5051 1 8.85300788 galago
229027 Q0 99622 2 8.85300788 galago
229027 Q0 210906 3 8.85300788 galago
229027 Q0 229027 4 8.85300788 galago
229027 Q0 312381 5 8.85300788 galago
229027 Q0 313981 6 8.85300788 galago
229027 Q0 351689 7 8.85300788 galago
229027 Q0 430667 8 8.85300788 galago
229027 Q0 471914 9 8.85300788 galago
229027 Q0 479664 10 8.85300788 galago
171884 Q0 171884 1 9.67173008 galago
171884 Q0 1168633 2 9.67173008 galago
171884 Q0 1499084 3 9.67173008 galago
171884 Q0 1561774 4 9.67173008 galago
171884 Q0 1663096 5 9.67173008 galago
171884 Q0 1670211 6 9.67173008 galago
844031 Q0 1571 1 6.70546625 galago
844031 Q0 12482 2 6.70546625 galago
844031 Q0 13247 3 6.70546625 galago
844031 Q0 25565 4 6.70546625 galago
844031 Q0 27789 5 6.70546625 galago
844031 Q0 36813 6 6.70546625 galago
844031 Q0 76894 7 6.70546625 galago
844031 Q0 77359 8 6.70546625 galago
844031 Q0 93301 9 6.70546625 galago
844031 Q0 94948 10 6.70546625 galago
25170 Q0 1910 1 3.93128526 galago
25170 Q0 2206 2 3.93128526 galago
25170 Q0 2213 3 3.93128526 galago
25170 Q0 2423 4 3.93128526 galago
25170 Q0 3666 5 3.93128526 galago
25170 Q0 4538 6 3.93128526 galago
25170 Q0 5021 7 3.93128526 galago
25170 Q0 5051 8 3.93128526 galago
25170 Q0 5165 9 3.93128526 galago
25170 Q0 5650 10 3.93128526 galago
76925 Q0 76925 1 10.03945486 galago
76925 Q0 878304 2 10.03945486 galago
76925 Q0 947960 3 10.03945486 galago
76925 Q0 1924307 4 10.03945486 galago
30595 Q0 611 1 3.92030438 galago
30595 Q0 805 2 3.92030438 galago
